doc_id,title,text
0102.a2,Internet-The Garden of Eden or Hades?," You can meet persons that you normally wouldn't meet, I mean how often do I meet people from, for example Singapore, in the ""real"" world? You can discuss different topics in groups with people that you never met before or discuss with only one person in special chat rooms who are designed for that purpose"
0102.a2,Internet-The Garden of Eden or Hades?, I have seen in the newspapers that people who met over the Internet have gotten married
0102.a2,Internet-The Garden of Eden or Hades?, I think that's proof enough that the Internet is a good thing
0102.a2,Internet-The Garden of Eden or Hades?," I mean think of the people who live in unpopulated parts of the world, Internet gives them a better chance to find someone interesting"
0102.a2,Internet-The Garden of Eden or Hades?, I'm of course well aware of the persons that have been injured or even killed when they have met people who they found over the Internet
0102.a2,Internet-The Garden of Eden or Hades?, But I think that this have and will unfortunately happen with every kind of medium
0102.a2,Internet-The Garden of Eden or Hades?, I think that the Internet makes the world a smaller place to live on
0102.a2,Internet-The Garden of Eden or Hades?, A related thing is shopping and that has really had a big boom during the last years
0102.a2,Internet-The Garden of Eden or Hades?," You can buy just about everything over the Internet like music, books, food, clothes and so on"
0102.a2,Internet-The Garden of Eden or Hades?, The good thing about this is that the stores on the Internet have better prices because they have less expenses than usual stores
0102.a2,Internet-The Garden of Eden or Hades?, The competition makes the ordinary stores lower their prices as well and that is very good for us consumers
0102.a2,Internet-The Garden of Eden or Hades?," There isn't only shopping which is very big on the Internet, the service side has grown as well"
0102.a2,Internet-The Garden of Eden or Hades?," There are insurance companies, food-deliverers and ""Arbetsförmedlingen"" has their own site where you can look at the job-advertisements from all over Sweden"
0102.a2,Internet-The Garden of Eden or Hades?, If think that this sector is going to grow much bigger on the Internet
0102.a2,Internet-The Garden of Eden or Hades?, I think that the Internet will grow much bigger and better in the years to come mainly because of technical improvements like better modems and such
0102.a2,Internet-The Garden of Eden or Hades?," Internet will have a larger impact on people's lives than it has today especially people in unpopulated areas like ""Norrland"" in Sweden"
0102.a2,Internet-The Garden of Eden or Hades?,
0103.a2,Physical Education - An Investment for Life,The Swedish public health in is danger
0103.a2,Physical Education - An Investment for Life, We are getting fatter and fatter thanks to the modern technology that is taking over our world
0103.a2,Physical Education - An Investment for Life," More and more hours are used up in front of our computers, surfing on the Internet, playing games, making bank errands, almost anything is possible, if not to say everything"
0103.a2,Physical Education - An Investment for Life, We do not have to take many steps a day to live a very convenient life
0103.a2,Physical Education - An Investment for Life," Our children take the bus to school; they walk between the classrooms, when they get home they move between the TV and the computer"
0103.a2,Physical Education - An Investment for Life, They do not get the exercise that is essential for a good and wholesome life
0103.a2,Physical Education - An Investment for Life," At the same time the number of hours of physical education in school is decreasing, I see that as a big threat to our children's health in the future"
0103.a2,Physical Education - An Investment for Life," If we want our next generation to have a good physical condition, we must give them these extra hours"
0103.a2,Physical Education - An Investment for Life," Many children are spending their spare time playing video games and watching TV, they are living a more and more sedentary life"
0103.a2,Physical Education - An Investment for Life, Sport is getting less significant in the computer world that is growing with a tremendous speed today
0103.a2,Physical Education - An Investment for Life," It is important to get our children to understand that physical education is not only about chasing a ball, running the fastest, jumping the highest or throwing the longest"
0103.a2,Physical Education - An Investment for Life," But it also concerns the teaching of how our body is functioning, how to eat healthy and to take care of ourselves"
0103.a2,Physical Education - An Investment for Life, Studies have shown that the average weight for 15-year-olds has increased with 3-4 kilos during this last decade
0103.a2,Physical Education - An Investment for Life, For a growing child it is of a big importance to be physically active
0103.a2,Physical Education - An Investment for Life," In lack of bodily activity, the muscle mass gets reduced; the condition changes for the worse, the skeleton gets more fragile and the flexibility decreases"
0103.a2,Physical Education - An Investment for Life," Several of our most frequent diseases are related to physical inactivity for example heart and vascular disorders, diabetes, fatness and joint- and back problems"
0103.a2,Physical Education - An Investment for Life," The number of children joining local sport clubs is declining, so for many kids and youths the only exercise they get is that what they get in school"
0103.a2,Physical Education - An Investment for Life," According to studies made by the Swedish Sports Confederation, the hours of physical education have decreased in 75% of the elementary schools, and in 70% of the senior high schools"
0103.a2,Physical Education - An Investment for Life," To compensate for the cuts, the school boards are giving the students the possibility to take sports as an individual choice"
0103.a2,Physical Education - An Investment for Life," But this only attracts those who are interested in sport and health, and who are generally already involved in some activity outside school"
0103.a2,Physical Education - An Investment for Life," This opportunity does not appeal to those who really are in need for physical education, but hate it"
0103.a2,Physical Education - An Investment for Life," They will, of course, choose another curriculum"
0103.a2,Physical Education - An Investment for Life," So to reach to those who do not like the subject, it must be compulsory with physical education"
0103.a2,Physical Education - An Investment for Life," In school, children get the chance to try on different kind of sports and physical activities"
0103.a2,Physical Education - An Investment for Life, Things they possibly would not get in touch with otherwise
0103.a2,Physical Education - An Investment for Life," So the more hours of physical education, the more hours for discovering an activity that suits each and every one, and hopefully will lead to a continuing exercising"
0103.a2,Physical Education - An Investment for Life, Physical education also improves the studying
0103.a2,Physical Education - An Investment for Life, It is difficult to sit in school through six classes of theoretical subjects and stay concentrated
0103.a2,Physical Education - An Investment for Life, Many children suffer from headaches
0103.a2,Physical Education - An Investment for Life," Often caused by lack of fresh air, bad school environment, eating food that is not nutritious or eating nothing at all"
0103.a2,Physical Education - An Investment for Life, If we could make these students see the importance of exercising and eating nutritiously they would do better in school
0103.a2,Physical Education - An Investment for Life," They get healthier, they stay awake during class and it gets easier for them to focus on their assignments"
0103.a2,Physical Education - An Investment for Life, Studies show that a good physical condition improves the results in school
0103.a2,Physical Education - An Investment for Life," To take a break from all the facts that are squeezed in one's head, and to do something completely different can only lead to a positive result, students will pay more attention in class and will be willing to learn more"
0103.a2,Physical Education - An Investment for Life, I would say that our children's health are very much dependant upon the physical education they get in school
0103.a2,Physical Education - An Investment for Life," If we take away from them, these very valuable hours of exercise, the chances for them to get serious illnesses increases, it will get harder for them to be concentrated and focused in class, they will live an unhealthy life, and we do not want that for our children"
0103.a2,Physical Education - An Investment for Life,
0104.a2,To be or not be (a vegetarian),"Dustin Hoffman, Bob Dylan and Chelsea Clinton all have one thing in common and that is the fact that they are vegetarians"
0104.a2,To be or not be (a vegetarian)," Why have they, and many with them, decided to exclude meat from their menus? We don't know what the reasons were behind their decisions, but there are many reasons why people choose to become vegetarians and I will write about some of them in this essay"
0104.a2,To be or not be (a vegetarian)," There are lots of good arguments for being a vegetarian and among the many reasons are beliefs about ethics, culture, health, religion, economics, world hunger, and the environment"
0104.a2,To be or not be (a vegetarian)," The first thing that strike me is the way the animals are treated by us humans, and Alice Walker once said ""The animals of the world exist for their own reasons"
0104.a2,To be or not be (a vegetarian)," They were not made for humans any more than black people were made for white, or women created for men"
0104.a2,To be or not be (a vegetarian),""" This is something to think about when we treat animals the way we do"
0104.a2,To be or not be (a vegetarian)," Do we really have that right? I'll leave that question unanswered, but the way animals are transported is not defendable and you might have seen on the news a few years ago how cruel animal transports were and still are"
0104.a2,To be or not be (a vegetarian)," If that wouldn't be enough; many animals are forced to live unnatural lives, where they never see the sky and they are crammed into far too small living spaces, just to have it ended without any form of anaesthetic"
0104.a2,To be or not be (a vegetarian)," This isn't always the case, but in far too many cases this is the bitter truth"
0104.a2,To be or not be (a vegetarian)," An other thing that might be an important factor for choosing this lifestyle is that research show that vegetarians' health is better, and that they live longer than other people"
0104.a2,To be or not be (a vegetarian)," A too large consumption of meat causes fatness, hardening of the arteries, high blood-pressure, several forms of cancer, diabetes, gout, brittleness of the bones among other things"
0104.a2,To be or not be (a vegetarian)," You won't get all of this just because you eat meat, but the risk of getting it increases"
0104.a2,To be or not be (a vegetarian)," It is absolutely possible to get necessary vitamins, minerals, and protein from non-meat sources"
0104.a2,To be or not be (a vegetarian)," Sure, the human digestive system is adaptable and can handle small amounts of meats, but my point is that if we choose to become vegetarians, we will be on our way to a healthier lifestyle"
0104.a2,To be or not be (a vegetarian)," Furthermore, thousands of people die every day from starvation"
0104.a2,To be or not be (a vegetarian), At the same time a third of the world's crop become animal food - in the U
0104.a2,To be or not be (a vegetarian),S
0104.a2,To be or not be (a vegetarian), as much as seventy percent
0104.a2,To be or not be (a vegetarian), Fifteen vegetarians can be fed on the amount of land needed to produce a meat-centered diet for one person
0104.a2,To be or not be (a vegetarian), The food that could be saved if people became vegetarians would be enough to feed the starving people in the world
0104.a2,To be or not be (a vegetarian)," But if we continue as we've done before, the energy is lost that could save the world from hunger"
0104.a2,To be or not be (a vegetarian)," Sooner or later it's likely that we all have to become vegetarians, either we want to or not"
0104.a2,To be or not be (a vegetarian), Another argument talking for vegetarianism is that it's beneficial for the environment
0104.a2,To be or not be (a vegetarian)," We are six billion people on this planet now, and all of us can't eat meat, since nature can't take that much stress"
0104.a2,To be or not be (a vegetarian)," In order for people to eat meat; livestock must be fed and housed and the products refrigerated, which requires great amounts of resources"
0104.a2,To be or not be (a vegetarian), Production of a certain amount of energy or protein in the form of meat is harder on the resources than production of the same amount of energy or protein in the form of vegetables
0104.a2,To be or not be (a vegetarian)," A vegetarian diet requires far less water, and decreasing the population of livestock would reduce pollution from manure and animal wastes"
0104.a2,To be or not be (a vegetarian)," So it's of my opinion that it's not morally defendable to cause environmental pollution and suffering for millions of animals if we don't have to, and if we can find the key to better health and an answer to the world hunger at the same time that's just great"
0104.a2,To be or not be (a vegetarian)," But in the end it's of course up to everyone to make their own decisions if they want to be a vegetarian or not, but I hope I have given you something to think about next time you sit down at the dinner table"
0104.a2,To be or not be (a vegetarian),
0105.a2,UNPAID WORK FOR UNEMPLOYED?,"Many people might think that forcing unemployed people out to do unpaid work for the public sector would be degrading or even cruel, but I think that most people whohave been unemployed for a longer time would infact welcome this opportunity"
0105.a2,UNPAID WORK FOR UNEMPLOYED?, Not only because of the obvious fact that they will get some work experience but also to get out and meet people and feel useful
0105.a2,UNPAID WORK FOR UNEMPLOYED?, For the public sector this would also be posetiv since they at present are terribly understaffed but also have no money to employ more people
0105.a2,UNPAID WORK FOR UNEMPLOYED?," Today I would say that there are two types of people that are unemployed who would benifit from this, first the person who does not want to have a job but thinks that beeing at home, doing nothing and at the same time collecting unemployment benefits is pretty neat"
0105.a2,UNPAID WORK FOR UNEMPLOYED?," In this case I do not think that the person in question himself would benefit so much from having to work unpaid, but instead the society would"
0105.a2,UNPAID WORK FOR UNEMPLOYED?, First for the obvious reason that the person would do a community service but more important: I think that in many cases these people would probably rather go out and try to find themselves a better job and thereby not be dependent upon the government
0105.a2,UNPAID WORK FOR UNEMPLOYED?, The second type is the ones who might have poor education and little or no work experience
0105.a2,UNPAID WORK FOR UNEMPLOYED?, For these people I think this is a wounderful solution because the three most common worries for them are; they become isolated from the outside world when they have to stay at home to apply for jobs or wait for telephonecalls from jobs they have applied for
0105.a2,UNPAID WORK FOR UNEMPLOYED?, They can also feel that they have nothing in common with the people who actually do have a job
0105.a2,UNPAID WORK FOR UNEMPLOYED?," Secondly they feel that they do not contribute to society and to many people, especially they who are a little bit older and who are used to have worked unrelentlessly all their lives, this might be a huge problem"
0105.a2,UNPAID WORK FOR UNEMPLOYED?," Last but not least is the problem that they are not improving their situation, by this I mean that the longer you are unemployed the harder it is to get a new employment since many companies nowdays tend to wounder why you have not had a job"
0105.a2,UNPAID WORK FOR UNEMPLOYED?, As far as the public sector itself is concerned hardly a day goes by without you hearing on the news about the lack of people and money
0105.a2,UNPAID WORK FOR UNEMPLOYED?, This would be easily helped by this system
0105.a2,UNPAID WORK FOR UNEMPLOYED?," One good example is the hospitals who are understaffed which leads to the maltreatment of patients, why not instead bring in people who might be qualified for some easier work to offload the nurse and let her consentrate on more important duties that requires the expertise she posesses"
0105.a2,UNPAID WORK FOR UNEMPLOYED?," Work like making beds, changing bed- pans, easier office-work or maybe just keeping the elderly company for a couple of hours a day"
0105.a2,UNPAID WORK FOR UNEMPLOYED?, Same thing applies to the police-force where there is much argument about the police-officers themselves having to do their own paper-work
0105.a2,UNPAID WORK FOR UNEMPLOYED?, I am sure that there are many unemployed today who have skills enough to do this kind of work and if you do not there are always more unqualified work such as park maintenance and such
0105.a2,UNPAID WORK FOR UNEMPLOYED?, Of course there is problems with this system aswell
0105.a2,UNPAID WORK FOR UNEMPLOYED?," Problems such as the added bureaucracy that this will inevitably bring and which, in my own opinion, is already a huge problem in Sweden today"
0105.a2,UNPAID WORK FOR UNEMPLOYED?," And also a number of questions appear, for instance; what do you do if an unemployed person does not do his job well, do you have the right to fire that person; how long are you suppose to stay at one job if unable to find a regular job; how do you decide who is qualifed for a certain job and who decides this: the employer or the unemployment-agency"
0105.a2,UNPAID WORK FOR UNEMPLOYED?, Another legitimate question is whether it would not be better to give these people a proper job since you have to pay them either way
0105.a2,UNPAID WORK FOR UNEMPLOYED?, And obviously this would be the solution that I also would prefere but our politicians today seem to think that we can not afford this even though these people are being paid by them either way
0105.a2,UNPAID WORK FOR UNEMPLOYED?, But I say give these people their jobs and thereby also their dignity
0105.a2,UNPAID WORK FOR UNEMPLOYED?,
0106.a2,Financing studies - Sweden vs. Finland,"When I first moved to Sweden to start at the university I soon got aware of the huge difference between the systems of financing your studies in this country and my own, namely Finland, or the Åland islands"
0106.a2,Financing studies - Sweden vs. Finland," I was astonished by the fact that my fellow students were given approximately twice as much money as I every month, and, of course, this was a bit upsetting"
0106.a2,Financing studies - Sweden vs. Finland," Having had a bit more insight into how the Swedish system actually works, I am, however, relieved to be excluded from it"
0106.a2,Financing studies - Sweden vs. Finland, In my opinion the Finnish system is a lot better than the Swedish one
0106.a2,Financing studies - Sweden vs. Finland, The system used in Finland for financing studies is in many ways different from the one used in Sweden
0106.a2,Financing studies - Sweden vs. Finland," One difference is that the amount of money actually given to you is higher, amounting to approximately 2400 crowns a month"
0106.a2,Financing studies - Sweden vs. Finland, You also get an accommodation grant which can amount to 1500 crowns
0106.a2,Financing studies - Sweden vs. Finland," In addition to this you are able to loan up to 30,000 crowns a year from the bank since the community stands security for you"
0106.a2,Financing studies - Sweden vs. Finland," This is, in short, how the Finnish system works, and I think there are quite a few factors in favour of it"
0106.a2,Financing studies - Sweden vs. Finland," Firstly, the amount of money granted to you, that is, not loaned to you, is much higher than in Sweden"
0106.a2,Financing studies - Sweden vs. Finland," Since you get almost four thousand crowns every month you don't have to take as big loans as in Sweden, where you have to loan quite high amounts of money to get by"
0106.a2,Financing studies - Sweden vs. Finland," If you have a good sense of economy (and a reasonable rent), with the Finnish system you can even get by without loans, something that is next to impossible in Sweden"
0106.a2,Financing studies - Sweden vs. Finland," The second very good thing with the Finnish system when comparing it to the Swedish one, is that if you are going to take a loan you do it directly from your own bank"
0106.a2,Financing studies - Sweden vs. Finland, When you have applied for student support you get a paper sent to you granting you money for the coming semester
0106.a2,Financing studies - Sweden vs. Finland," When you want to loan money you simply take this paper to the bank, decide how much money you want, and the amount will be in your bank account the same day"
0106.a2,Financing studies - Sweden vs. Finland," Consequently, you don't have to get into trouble with any administrative institutions like the CSN in Sweden; instead you have a direct contact with the bank"
0106.a2,Financing studies - Sweden vs. Finland," My final argument in favour of the Finnish student support system is also, in my opinion, the most important one, regarding both the individual and the community as a whole"
0106.a2,Financing studies - Sweden vs. Finland," Whereas in Sweden, students who have taken loans only have to pay off these until retirement, with a fixed percentage every month, students taking loans in Finland are obliged to pay back every penny of theirs"
0106.a2,Financing studies - Sweden vs. Finland," As soon as you get a job, or within two years after finishing your studies, you have to start paying back"
0106.a2,Financing studies - Sweden vs. Finland," The rate put down every month is dependent on how high your loan is, and on the size of your salary"
0106.a2,Financing studies - Sweden vs. Finland," The idea is that you are to pay back the loan within a period twice as long s that of your studies, but you can, in fact, get a few years extra if needed"
0106.a2,Financing studies - Sweden vs. Finland," You also get released from the payment if you lose your job, but as soon as you are employed again you have to continue the down payments"
0106.a2,Financing studies - Sweden vs. Finland, This system is a great deal better than the Swedish one since the money loaned to students are actually paid back
0106.a2,Financing studies - Sweden vs. Finland," The Swedish system results in tremendous amounts of money ""disappearing"", since very few students manage to pay back their whole debts"
0106.a2,Financing studies - Sweden vs. Finland," Being a temporary ""immigrant"" in this country I have realized that there are quite a few differences between the Swedish way of things compared to that of my home country"
0106.a2,Financing studies - Sweden vs. Finland," One of the most obvious features of Sweden, in my opinion, is the tendency to make everything a bit more difficult than necessary, especially when it comes to administrative areas, and I think this tendency has come to its climax in dealing with student support"
0106.a2,Financing studies - Sweden vs. Finland," I know I'm not the only one who thinks the Swedish student financing system doesn't work very well and there is a continuous debate dealing with this problem, so I really hope that, in a near future, someone will come up with a satisfying solution"
0106.a2,Financing studies - Sweden vs. Finland, As we have in Finland
0106.a2,Financing studies - Sweden vs. Finland,
0107.a2,Stop commercial breaks on television,"""I declare war, against split ends and damage hair"", ""Gillette, the best a man can get"""
0107.a2,Stop commercial breaks on television, There are many examples of commercial phrases that television provides us with
0107.a2,Stop commercial breaks on television," According me, they are neither good or necessary and destroy my comfortable evenings in front of the television"
0107.a2,Stop commercial breaks on television, I think commercial should be removed from the televisionscreen so everyone can choose what they want to watch
0107.a2,Stop commercial breaks on television," In the first place, commercial on television conduce to annoying breaks you actually do not need or want"
0107.a2,Stop commercial breaks on television, After twenty minutes of a good film I am not in a mood to be interrupted; probably I just got hang of the action
0107.a2,Stop commercial breaks on television, During the breaks you often switch over to another channel and you might get interested in that program instead
0107.a2,Stop commercial breaks on television," Is that what television commercial is meant for, for us to switch over? Sometimes it also happens that you forget to get back to the first program in time because the breaks are very unsettled and you never know if they will last for two or five minutes"
0107.a2,Stop commercial breaks on television, An impatient atmosphere often occurs and it is also sometimes difficult to get back in the action after been doing other things for a moment
0107.a2,Stop commercial breaks on television," In the second place, television commercial makes people dislike products because of the way we get introduced to them"
0107.a2,Stop commercial breaks on television," I would feel stupid to call ""Via direct"" and I would never buy Ajax products because I know people do not clean their houses dressed up with a happy face as the woman in the commercial and I do not want to look so ridiculous as she does"
0107.a2,Stop commercial breaks on television, It is so pathetic so I can not believe in what they assert
0107.a2,Stop commercial breaks on television," I have had enough of comments like ""because I am worth it"" and I rather use shampoos, make up and other products which are not so overrated"
0107.a2,Stop commercial breaks on television," Finally, I will account for the main argument why I think commercial should be removed from our televisionscreens"
0107.a2,Stop commercial breaks on television," This kind of commercial is not realistic, it directs chiefly to women and it often alludes to sex"
